ID;Наименование;Описание;Фото;Производитель;Артикул;"Диаметр, мм";"Длина режущей части ножа, мм";"Общая длина, мм";"Диаметр хвостовика, мм";"Градус резки, °";"Количество зубьев, шт.";"Обрабатываемый материал";"Частота вращения, об/мин";Стоимость;Наличие
6767;"D=38.4x25.4x70 S=8 Набор фрез для сращивания ""Угол""ARDEN 336821/337821";;https://tooldirect.ru/upload/iblock/e69/e69738747700f926c54674d958c5d6f5.jpg;ARDEN;336821/337821;38.5;27.4;70;8;90;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";18000;6790.00;"от 20";"Фрезы для сращивания V образные"
5091;"D=10x10x45 S=8 ARDEN арт.209830 Фреза для обработки фасадов (МДФ, пластик, ЛДСП, дерево) радиусного типа (псевдофилёнка ) R5=5 Z=2";;https://tooldirect.ru/upload/iblock/431/431b00071ccf10ad868050088ca6aa5d.png;ARDEN;209830;10;10;45;8;;;;;1540.00;"ожидается поступление";"Фрезы радиусные псевдофилёнка"
5684;"D=22 B=8 C=7 ARDEN Подшипник для фрезы по обработке древесины  706111";;https://tooldirect.ru/upload/iblock/19a/19a3944230ffc33befe0fd006d8ec418.png;ARDEN;706111;;;;;;;;;910.00;"от 20";"Подшипники для фрез"
5679;"D=22.22 B=4.762 С=5mm ARDEN Подшипник для фрез по работе с древесными объектами  706094";;https://tooldirect.ru/upload/iblock/288/2880fb8547a5aeabbf31c9053bdd4a68.png;ARDEN;706094;22.22;;;;;;;;330.00;"от 20";"Подшипники для фрез"
5019;"D=22.22x15.881x60 d1=15.88 S=8 ARDEN арт.190125-1 Фреза (работы по пластику, МДФ, ЛДСП, дереву) обгонного типа для фрезера ручного";;https://tooldirect.ru/upload/iblock/588/58823eea06e8c422bc4833d3daadf9d8.png;ARDEN;190125-1;22.2;15.68;60;8;45;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2480.00;"от 20";"Фрезы фасочные V образные";"Фрезы для снятия фаски";"Фрезы для снятия фаски 3";"Фрезы для гипсокартона"
5117;"D=22x11.9x50 S=8 ARDEN арт.214821 Фреза (обработка МДФ, дерева, ЛДСП, пластика) для выравнивания слэбов и дна";;https://tooldirect.ru/upload/iblock/1ae/1aeb35e1b9c1d5dcff0625177ce1a703.png;ARDEN;214821;22;12;50;8;;;;;2130.00;"ожидается поступление";"Фрезы для выравнивания дна (поверхности)";"Фрезы для выравнивания дна"
4946;"D=22x20x53 S=8 ARDEN арт.110887 Фреза (обработка материалов: МДФ, пластик, ЛДСП, дерево) прямая форма пазовый тим для фрезера ручного";;https://tooldirect.ru/upload/iblock/dcb/dcb51966db9ef54391a0bac31a1efc1f.jpg;ARDEN;110887;22;20;53;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1470.00;"от 3 до 5";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4947;"D=22x20x60 S=12 ARDEN арт.110287 Фреза (обработка дерева, МДФ, ЛДСП, пластика) прямая форма пазовый тип для фрезера ручного";;https://tooldirect.ru/upload/iblock/f91/f914a064dc329bf5d496dcd1090981cd.jpg;ARDEN;110287;22;20;60;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1470.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
5086;"D=22x22x55 S=8 ARDEN арт.206881 Фреза (работа с деревом, пластиком, ЛДСП, МДФ) 15гр ""хвост ласточки"" Z=2";;https://tooldirect.ru/upload/iblock/7a8/7a88438a0d97bcb5a47ccae0f0bb7adf.png;ARDEN;206881;22;23;55;8;15;;;;1400.00;"от 20";"Фрезы ласточкин хвост";"Фрезы ласточкин хвост Z2"
4866;"D=22x30x62 S=8 ARDEN арт.105873 Фреза (для работы по дереву, пластику, ЛДСП, МДФ) пазовая прямой формы для ручного фрезера с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/8aa/8aaf4636be2362b36ddd77cacede302a.png;ARDEN;105873;22;30;62;8;;;;;2850.00;"от 10 до 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
4948;"D=22x30x62 S=8 ARDEN арт.110889 Фреза (подходящие материалы: дерево, МДФ, ЛДСП, пластик) формы прямой пазового типа для ручного фрезера";;https://tooldirect.ru/upload/iblock/1fb/1fb098a62c62aac557c05796c73f38b8.jpg;ARDEN;110889;22;30;62;8;;;;;1710.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4949;"D=22x30x70 S=12 ARDEN арт.110289 Фреза (обработка пластика, ЛДСП, МДФ, дерева) прямой формы пазового типа для фрезера ручного";;https://tooldirect.ru/upload/iblock/8a8/8a85be6156628b0416d6d11b11d577a6.jpg;ARDEN;110289;22;30;70;12;;;;;1880.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
5054;"D=22х10x43 S=8 ARDEN арт.202855 Фреза (обработка дерева, пластика, комепозитных материалов, МДФ, ЛДСП) пазового типа V-образная 135&ordm; (для фрезеров ручных или ЧПУ станков)";;https://tooldirect.ru/upload/iblock/bd3/bd36176e2e170762cfc5296f67cba97a.png;ARDEN;202855;22;10;43;8;135;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";;2140.00;"от 3 до 5";"Фрезы фасочные V образные";"Фрезы V образные"
5051;"D=22х12x44 S=8 ARDEN арт.202822 Фреза (МДФ, ЛДСП, дерево, композитные материалы, пластик) пазового типа V-образная 110&ordm; (фрезер ручной и станок-ЧПУ)";;https://tooldirect.ru/upload/iblock/f49/f49f0ebf29406130b545a38559b93881.png;ARDEN;202822;22;12;44;8;110;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";;2140.00;"от 20";"Фрезы фасочные V образные";"Фрезы V образные"
5052;"D=22х12x45 S=6 ARDEN арт.202652 Фреза (пластик, дерево, ЛДСП, МДФ, композитные материалы) пазового типа V-образная 120&ordm; (для ручного фрезера или станка с ЧПУ)";;https://tooldirect.ru/upload/iblock/4e8/4e835d903e9289b25c1ba4a68f890c85.png;ARDEN;202652;22;12;45;6;120;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";;2140.00;"от 10 до 20";"Фрезы фасочные V образные";"Фрезы V образные"
5055;"D=22х8x41 S=8 ARDEN арт.202295 Фреза (работа по пластику, дереву, композитным материалам, МДФ, ЛДС) V-образная 150&ordm; (для ЧПУ станка или ручного фрезера) пазовая";;https://tooldirect.ru/upload/iblock/d59/d59f3bb1e7736fba863b237241ce0ef7.jpg;ARDEN;202295;22;8;41;8;150;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";;2140.00;"от 5 до 10";"Фрезы фасочные V образные";"Фрезы V образные"
5008;"D=23x9.5x40 S=8 ARDEN арт.156851 Фреза (по дереву, МДФ, ЛДСП, пластикам) для снятия фаски 30&ordm; (для ручного фрезера и ЧПУ станков) (нижний подшипник) для ручного фрезера Z=2";;https://tooldirect.ru/upload/iblock/eb0/eb002a00925ed16edb6b1b89647c49b4.png;ARDEN;156851;23;9.5;40;8;30;;;;1360.00;"от 10 до 20";"Фрезы фасочные V образные";"Фрезы для снятия фаски"
4867;"D=24x20x50 S=8 ARDEN арт.105877 Фреза (обработка дерева, пластика, МДФ, ЛДСП) прямой формы пазового типа для фрезера ручного с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/9ab/9ab1c84bea47016f4ee548c690d0d5e7.png;ARDEN;105877;24;20;50;8;;;;;2330.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
4950;"D=24x20x52 S=8 ARDEN арт.110891 Фреза ( работа по пластику, ЛДСП, МДФ, дереву) прямой формы пазового типа для ручного фрезера";;https://tooldirect.ru/upload/iblock/5f8/5f86c1b4e19bded2af28341cf5b613dd.jpg;ARDEN;110891;24;20;52;8;;;;;1510.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4951;"D=24x20x60 S=12 ARDEN арт.110291 Фреза (обработка пластика, дерева, МДФ, ЛДСП) пазового типа прямой формы для фрезера ручного";;https://tooldirect.ru/upload/iblock/b06/b06ddbc1b03dda395611ff34a92552d4.jpg;ARDEN;110291;24;20;60;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;1550.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4952;"D=24x30x72 S=12 ARDEN арт.110292 Фреза (для обработки дерева, ЛДСП, МДФ, пластика) пазового типа форма  прямая для фрезера ручного";;https://tooldirect.ru/upload/iblock/d56/d56d9870d15fd0af0f114a550f3a046c.jpg;ARDEN;110292;24;30;72;12;;;;;1650.00;"от 10 до 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
4868;"D=24x35x90 S=12 ARDEN арт.105278 Фреза (для работ по дереву, МДФ, ЛДСП, пластику) пазового типа прямая для фрезера ручного с врезным зубом Z2+1";;https://tooldirect.ru/upload/iblock/82c/82c23347fe2eae9484556bac87192e17.png;ARDEN;105278;24;35;90;12;;;;;3130.00;"от 20";"Фрезы прямые пазовые";"Фрезы прямые пазовые с врезным зубом"
5210;"D=25.4x13x45 S=8 ARDEN арт.612811 Фреза (МДФ, дерево, ЛДСП, пластик) для производства мебельных ящиков";;https://tooldirect.ru/upload/iblock/b8d/b8d1d31107ab3e531eceb8c6a666ca90.png;ARDEN;612811;25.4;12.7;45;8;;;;;2010.00;"от 20";"Фрезы для мебельных ящиков"
5039;"D=25.4x19x51 S=8 ARDEN арт.200861 Фреза (работа с пластиком, деревом, ЛДСП, МДФ, композитными материалами) пазового типа c углом 90&ordm; (для ручных фрезеров и станков с ЧПУ)";;https://tooldirect.ru/upload/iblock/e59/e59c164c6eda21f6127fd99c36b4ba5e.png;ARDEN;200861;25.4;19;51;8;90;2;"МДФ,Фанера,Мягкая древесина,Пеноблоки,Ламинат,Твёрдая древесина,Пластик,Композит";24000;2490.00;"ожидается поступление";"Фрезы фасочные V образные";"Фрезы V образные";"Фрезы для гипсокартона"
6390;"D=25.4x19x57 S=8 ARDEN арт.220831 Фреза (работы по пластику, дереву, ЛДСП, МДФ) конусной формы 60гр с верхним подшипником для ручного фрезера";;https://tooldirect.ru/upload/iblock/c0f/c0f57273ebba2035774190d42208dc1c.jpg;ARDEN;220831;25.4;19;57;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2870.00;"от 20";"Фрезы фасочные V образные";"Фрезы для снятия фаски";"Фрезы конусные с подшипником"
5087;"D=25.4x22.2x65 S=12 ARDEN арт.206291 Фреза (обработка дерева,  МДФ, ЛДСП, пластика) ""хвост ласточки"" 14гр Z=2";;https://tooldirect.ru/upload/iblock/ab6/ab6ba264717ad3b81349cad884685749.png;ARDEN;206291;25.4;22.2;65;12;14;;;;1590.00;"от 5 до 10";"Фрезы ласточкин хвост";"Фрезы ласточкин хвост Z2"
5183;"D=25.4x36.51x88 S=12 ARDEN арт.43507 Фреза (МДФ, ЛДСП, пластик, дерево) с овальным скруглением тип Жалюзи для ручного фрезера R1=2.79 R2=70.49";;https://tooldirect.ru/upload/iblock/589/5897c2780ecf8a90a62079d41a5200df.png;ARDEN;43507;25.4;36.5;88;12;;;;;3680.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы Жалюзи"
